seq,level,Property type,Identifier,Class,Property Term,BaseType,Associated Class,Multiplicity,Documentation,module,element,LocalLabel,LocalDocumentation,
323,2,Attribute,,Entry Header,Document Type,xbrli:tokenItemType,,0..1,"An enumerated field describing the original source document, with check, debit-memo, credit-memo, finance-charge, invoice, order-customer, order-vendor, payment-other, reminder, tegata, voucher, shipment, receipt, manual-adjustment, other.",gl-cor,,元文書種別,"小切手、借方メモ、貸方メモ、財務費用、顧客への請求書、顧客オーダー、仕入先オーダー、その他支払い、督促状、手形、ベンダからの請求書、出荷票、受領票、手修正、その他の列挙値による、元文書の説明。[設定値のリスト] (check：小切手)、(debit-memo：借方メモ)、(credit-memo：貸方メモ)、(finance-charge：財務費用)、(invoice：顧客への請求書)、(order-customer：顧客オーダ)、(order-vendor：仕入先オーダ)、(payment-other：その他支払い)、(reminder：督促状)、(tegata：手形)、(voucher：ベンダからの請求書)、(shipment：出荷票)、(receipt：受領票)、(manual-adjustment：手修正)、(other：その他)",
324,2,Attribute,,Entry Header,Document Type Description,xbrli:stringItemType,,0..1,Free format description of the document type,gl-cor,,元文書種別説明,元文書の種別の説明。,
325,2,Attribute,,Entry Header,Invoice Type,xbrli:tokenItemType,,0..1,"Invoice Type  (self-billed, ePoS enumerated values)",gl-cor,,請求書種別,"請求書の種別。(self-billed、ePoS)
[設定値のリスト]
(ePos：POSシステムからの発行)、(self-billed：手動発行)",
326,2,Attribute,,Entry Header,Monetary Amount,xbrli:monetaryItemType,,0..1,"This field (amount) represents the primary monetary amount related to the  subject of the entryDetail line. There is one primary monetary amount per entryDetail structure. It may, for example, represent the amount of one line of a journal entry, the balance on a document, or the extended amount of a line item on an invoice. Amount is not required if detailed entry is used for non-financial work and other elements are populated, in particular measurableQuantity. The amount field is a signed number (either positive or negative itself) and used in conjunction with a separate signOfAmount and a separate debitCreditCode, which together are considered for understanding the monetary amount. The unit of measure is determined by amountCurrency if present, and by the default or home currency if amountCurrency is not present.",gl-cor,,金額,entryDetailの代表的な金額を示す。entryDetailごとにひとつの値を持つ。たとえば、仕訳帳の行、残高、請求書の行の金額。明細が会計業務用でなく、measurableQuantityなどの他の要素が設定されている場合は不要。符号付数値であり、金額を解釈するために用意されたsignOfAmountおよびdebitCreditCodeとあわせて使用される。通貨単位はamountCurrencyで決定される。amountCurrencyが指定されない場合は、既定または自国の通貨単位となる。,
327,2,Attribute,,Entry Header,Currency,xbrli:QNameItemType,,0..1,"The currency related to the amount can be entered here instead of the XBRL instance specified way, especially important in multi-currency situations. Recommend ISO 4217 coding.",gl-muc,,通貨,XBRLインスタンス内に指定する方法のかわりに、金額の通貨を指定可能。多通貨環境で特に重要。ISO4217コード体系を推奨。,
328,2,Attribute,,Entry Header,Sign Indication for Amount,xbrli:tokenItemType,,0..1,Sign of amount; provides 4 possible fields only when used in conjunction with debitCreditCode; primarily used for correcting entries so total debits and credits after an entry error are not inflated. D + increase DebitsD - decrease debitsC + decreases creditC - increases credit,gl-cor,,金額符号,"金額の符号。貸借識別子と関連して使用される場合にだけ、4つの可能なフィールドを提供する。記入エラー後の総貸借が膨張しないように、おもに仕訳の訂正に使用される。 D+は借方を増加させる。D-は借方を減少させる。C+は貸方を減少させる。C-は貸方を増加させる。
[設定値のリスト]
(+)、(-)、(plus：プラス)、(minus：マイナス)",
329,2,Composition,,Entry Header,,,Multicurrency Detail,0..*,,gl-muc,,【多通貨明細】,"原取引時の通貨と異なる、自国通貨と換算レートに関する追加情報のセクション。－現在および原取引時の、換算レートおよび金額の記録に使用される。
トライアンギュレーション通貨としての第三通貨の換算レートを記録できる。EURの場合が多いがそれに限らない。この構造は、同日または異なる日の外貨での金額を記録する必要がある限り、繰り返し指定可能。",
330,2,Reference Association,,Entry Header,Document Number,,Originating Document,0..1,"Invoice, check, voucher, or other source document identifier",gl-cor,,元文書番号,請求書、小切手、証憑、その他の元文書の識別子。,
331,2,Reference Association,,Entry Header,Apply To Number,,Originating Document,0..1,"Document number of primary invoice number, used to offset payments, debits and credits; for an invoice, usually the same as the documentNumber. When calculating open balance on an invoice, or open amount on payments in advance or not fully applied, this permits calculation of the open item.",gl-cor,,適用先番号,"支払、借方、貸方の相殺に使用される、一次請求書の文書番号。請求書では通常documentNumberと等しい。
未決済の請求書残高や、未決済の支払金額の計算時に、利用できる。",
332,2,Reference Association,,Entry Header,Document Reference,,Originating Document,0..1,Internal reference for the document above; number assigned internally to track the document,gl-cor,,元文書参照情報,上の文書のための内部参照情報。文書を追跡するために内部的に割り当てた番号。,
333,2,Attribute,,Entry Header,Document Date,xbrli:dateTimeItemType,,0..1,"Date (and less likely in the paper world but possible in the e-world, time) on actual document (invoice, voucher, check date). Other dates control posting information.",gl-cor,,元文書日付,実際の文書（請求書、証憑、小切手）の日付（および、紙の世界ではありそうにないが、電子的には時刻）。 転記の情報は別の日付で管理する。,
334,2,Attribute,,Entry Header,Received Date,xbrli:dateTimeItemType,,0..1,Date/time document was noted as received (if necessary). Represents actual date received. Posting dates are maintained separately.,gl-bus,,元文書受領日付,（必要であれば）文書の受領が記録された日付/時刻。実際に受領された日付をあらわす。転記日付は別に管理される。,
335,2,Attribute,,Entry Header,Chargeable or Reimbursable,xbrli:stringItemType,,0..1,"Is this entry chargeable to client, reimbursable? Used by some systems to indicate that account on posting/validation should be posted to a customer or vendor's account.",gl-bus,,請求支払可能フラグ,この仕訳は顧客に請求、支払可能か。いくつかのシステムでは転記/検証対象の科目が顧客や仕入先の科目に転記されるべきかどうかを示すために使用される。,
336,2,Attribute,,Entry Header,Document Location,xbrli:stringItemType,,0..1,"Document location as URI, file name or other reference. Alternatively, text of document can be placed here.",gl-bus,,元文書格納場所,文書の格納場所である、URI、ファイル名またはその他の参照情報。代わりに、文書のテキストも記述可能。,
337,2,Attribute,,Entry Header,Payment Method,xbrli:stringItemType,,0..1,Method used or to be used to make the payment,gl-bus,,支払方法,支払いのために使用された、または使用される方法。,
338,2,Attribute,,Entry Header,Number of Entries,xbrli:integerItemType,,0..1,The total number of entries.,gl-bus,,仕訳総数,仕訳の総数。,
339,2,Attribute,,Entry Header,Total Debits,xbrli:monetaryItemType,,0..1,The total of all debit amounts.,gl-bus,,借方合計,借方金額の合計値。,
340,2,Attribute,,Entry Header,Total Credits,xbrli:monetaryItemType,,0..1,The total of all credit amounts.,gl-bus,,貸方合計,貸方金額の合計値。,
341,2,Attribute,,Entry Header,Type of Difference,xbrli:tokenItemType,,0..1,"Enumerated field with possible values of permanent, temporary or none indicating the type of difference between book and tax accounting methods. Omission of this field is equivalent to ""none""",gl-cor,,帳簿価税務簿価差異種別,"帳簿と税務会計処理方法との差異の種別を示す値。永久か一時的かまたは無し。値の省略時は「無し」と同じ。
[設定値のリスト]
(permanent：永久)、(temporary：一時的)、(none：無し)",
342,2,Attribute,,Entry Header,Elimination Code,xbrli:stringItemType,,0..1,Informs destination ledger this is an intracompany entry which eliminates in consolidation,gl-bus,,相殺消去コード,連結決算時に消去される連結会社間仕訳であることを、受取側の元帳に通知する。,
343,2,Attribute,,Entry Header,Budget Scenario Period Start,xbrli:dateTimeItemType,,0..1,Start of period covered by associated budgetScenario,gl-bus,,予算シナリオ期間開始日付,関係付けられたbudgetScenarioがカバーする期間の開始日。,
344,2,Attribute,,Entry Header,Budget Scenario Period End,xbrli:dateTimeItemType,,0..1,End of period covered by associated budgetScenario,gl-bus,,予算シナリオ期間終了日付,関係付けられたbudgetScenarioがカバーする期間の終了日。,
345,2,Attribute,,Entry Header,Scenario Description,xbrli:stringItemType,,0..1,Text related to budgetScenario,gl-bus,,シナリオ説明,budgetScenarioに関する記述。,
346,2,Attribute,,Entry Header,Scenario Code,xbrli:stringItemType,,0..1,"Code for a budget scenario identifier (such as PB for 'preliminary budget', or RB for 'revised budget', or other identifier for entryType)",gl-bus,,シナリオコード,予算シナリオの識別コード。例えば、「PB」（予備予算）、「RB」（補正予算）、または他の仕訳種別の識別子。,
347,2,Attribute,,Entry Header,Budget Allocation Code,xbrli:tokenItemType,,0..1,"Code associated with the calculation formula: e.g. (D)ivide by number of periods, (T)otal for period given",gl-bus,,予算配分コード,"計算式に関係付けられたコード。例えば、期間数での分割、与えられた期間の合計
[設定値のリスト]
(D：期間数での分割)、(T：与えられた期間の合計)",
348,2,Reference Association,,Entry Header,ID for Associated Entry,,Entry Header,0..1,"For standard, reversing, master, cancelling or other entries an ID associated with those entries.",gl-usk,,反対/通常/マスタ仕訳識別子,通常、反対、マスタ、取消または他の仕訳のための、それらの仕訳を関連付けるID。,
349,2,Attribute,,Entry Header,Recurring Standard Description,xbrli:stringItemType,,0..1,Description to accompany standard or recurring ID,gl-usk,,反復通常仕訳説明,通常仕訳または反復仕訳のIDの説明。,
350,2,Attribute,,Entry Header,Frequency Interval,xbrli:decimalItemType,,0..1,"For standard or recurring journals, how often entry may be made: every frequencyInterval frequencyUnit, such as every 7 (interval) days (unit) or every 1 (interval) quarter (unit). This field represents the interval.",gl-usk,,頻度間隔,通常または反復仕訳において、仕訳が記入される頻度。frequencyInterval、frequencyUnitごと、たとえば7(interval)日(unit)ごと、1(interval)四半期(unit)ごとなどにおける、intervalを示す。,
351,2,Attribute,,Entry Header,Frequency Unit,xbrli:stringItemType,,0..1,"For standard or recurring journals, how often entry may be made: every frequencyInterval frequencyUnit, such as every 7 (interval) days (unit) or every 1 (interval) quarter (unit). This field represents the unit.",gl-usk,,頻度単位,通常または反復仕訳において、仕訳が記入される頻度。frequencyInterval、frequencyUnitごと、たとえば7(interval)日(unit)ごと、1(interval)四半期(unit)ごとなどにおける、unitを示す。,
352,2,Attribute,,Entry Header,Repetitions Remaining,xbrli:integerItemType,,0..1,Number of times that the recurring entry will repeat,gl-usk,,反復残回数,反復仕訳の繰り返し予定数。,
353,2,Attribute,,Entry Header,Next Date Repeat,xbrli:dateTimeItemType,,0..1,Date next repeated or standard posted,gl-usk,,次回反復日付,次回の反復あるいは通常の転記日。,
354,2,Attribute,,Entry Header,Last Date Repeat,xbrli:dateTimeItemType,,0..1,Date last repeated or standard posted,gl-usk,,前回反復日付,前回の反復あるいは通常の転記日。,
355,2,Attribute,,Entry Header,End Date of Repeating Entry,xbrli:dateTimeItemType,,0..1,"For standard or recurring journals, stop date/time for repetitive entry.",gl-usk,,反復仕訳終了日付,通常仕訳または反復仕訳のための、反復入力の終了日付/時刻。,
356,2,Attribute,,Entry Header,Reverse,xbrli:booleanItemType,,0..1,Should entry be reversed?,gl-usk,,反対仕訳要否,仕訳が取り消されるべきか。,
357,2,Attribute,,Entry Header,Reversing Date,xbrli:dateTimeItemType,,0..1,Date this entry should be reversed,gl-usk,,反対仕訳日付,この仕訳が取り消されるべき日付。,
358,2,Attribute,,Entry Header,Entry Number Counter,xbrli:decimalItemType,,0..1,Unique reference for the entry - a numeric counter,gl-cor,,仕訳番号カウンタ,仕訳の一意なリファレンス　　カウンタ,
359,2,Composition,,Entry Header,,,Entered,0..1,,gl-cor,,,,
360,2,Composition,,Entry Header,,,Approved,0..1,,gl-cor,,,,
361,2,Composition,,Entry Header,,,Last Modified,0..1,,gl-cor,,,,
362,2,Composition,,Entry Header,,,Entry Detail,0..*,,gl-cor,,【仕訳明細】,仕訳明細の親タグ。,
363,1,Class,,Accounting Entries,,,,1..*,Root for XBRL GL. No entry made here.,gl-cor,,【会計仕訳】,XBRL GLのルート要素。 この要素にはデータは登録されない。,
364,2,Composition,,Accounting Entries,,,Document Information,1..1,,gl-cor,,【文書情報】,この会計仕訳に関する情報の親タグ。,
365,2,Composition,,Accounting Entries,,,Entitry Information,0..1,,gl-cor,,【事業体情報】,事業体情報（報告組織に関する情報）の入れ物。,
366,2,Composition,,Accounting Entries,,,Entry Header,0..*,,gl-cor,,【仕訳情報】,エントリヘッダー/仕訳記入ヘッダーの親タグ。,
367,1,Class,,Summary Reporting Taxonomy,,,,0..*,Identifies and provides information about one or more target reporting taxonomies to which the data represented in the document rolls up to.,gl-srcd,,【集約報告タクソノミ】,この文書で示されたデータのロールアップ先となる、1つ以上の報告タクソノミの情報を、識別し提供する。,
368,2,Attribute,,Summary Reporting Taxonomy,ID,xbrli:stringItemType,,0..1,"Identifies a target reporting taxonomy so that, for example, it can be referenced in the [summaryReportingTaxonomyIDRef] data field at [xbrlInfo] level.",gl-srcd,,集約報告タクソノミ識別子,たとえばxbrlInfo内のsummaryReportingTaxonomyIDRefで参照できるように、報告タクソノミを識別する。,
369,2,Attribute,,Summary Reporting Taxonomy,Schema Reference Href,xbrli:stringItemType,,0..1,Value of the href attribute of schemaRef in the target reporting taxonomy.,gl-srcd,,集約報告タクソノミスキーマ参照情報,報告タクソノミ内の、schemaRef要素のhref属性の値。,
370,2,Attribute,,Summary Reporting Taxonomy,Header,xbrli:stringItemType,,0..1,An all-purpose data field where all the information necessary when it is too complex to be defined otherwise.,gl-srcd,,集約報告タクソノミヘッダ,必要なすべての情報が、複雑すぎて他の方法では定義できないときに、それらを記述する汎用的なデータ域。,
371,2,Attribute,,Summary Reporting Taxonomy,Description,xbrli:stringItemType,,0..1,A description of the taxonomy for human use.,gl-srcd,,集約報告タクソノミ説明,人が利用するための、タクソノミの説明文。,
372,1,Class,,Rich Text Comment,,,,0..*,"Accepts text in rich text format, including XHTML. It can be used for different purposes, such as to create footnotes in XBRL instances or to create a comment for a document or an entry.",gl-srcd,,【リッチテキストコメント】,XHTMLを含む、リッチテキスト形式のテキストを受け入れる。XBRLインスタンスのフットノートの生成や、文書や伝票のコメントの生成などの、さまざまな目的で利用可能。,
373,2,Attribute,,Rich Text Comment,Code,xbrli:stringItemType,,0..1,"An enumerated code that identifies the purpose of the rich text comment. Enumerated values: link_footnote, footnote, source_document, source_journal, batch, other.",gl-srcd,,リッチテキストコメントコード,"リッチテキストコメントの用途を識別する、列挙コード。
[設定値のリスト]
link_footnote：リンクフットノート、footnote：フットノート、source_document：元文書、source_journal：元仕訳帳、batch：仕訳の束、other：その他",
374,2,Attribute,,Rich Text Comment,Description,xbrli:stringItemType,,0..1,Free format description of the Rich text Comment Code.,gl-srcd,,リッチテキストコメント説明,リッチテキストコメントコードの説明。,
375,2,Attribute,,Rich Text Comment,Content,xbrli:stringItemType,,0..1,Content of the Rich Text Comment.,gl-srcd,,リッチテキストコメント内容,リッチテキストコメントの内容。,
376,2,Attribute,,Rich Text Comment,Locator,xbrli:stringItemType,,0..1,An XPath expression that identifies the item that the comment relates to.,gl-srcd,,リッチテキストコメントロケータ,コメントが関係する項目を識別する、XPath表現。,
377,1,Class,,Summary Segment Explicit Dimension,,,,0..*,This structure allows to explicitly indicate the information related to an explicit dimension in the segment of the context for a fact in the FR instance.,gl-srcd,,【集約セグメントエクスプリシットディメンション】,集約セグメントのエクスプリシットディメンションの記述の指定場所。,
378,2,Attribute,,Summary Segment Explicit Dimension,Element,xbrli:QNameItemType,,1..1,The QName value must be resolved to a valid explicit dimension item used in segment.,gl-srcd,,集約セグメントエクスプリシットディメンション,セグメントで利用されるQNameの値は妥当なエクプリシットディメンション項目を示さなければならない。,
379,1,Class,,Summary Segment Typed Dimension,,,,0..*,This structure allows to explicitly indicate the information related to a typed dimension in the segment of the context for a fact in the FR instance.,gl-srcd,,【集約セグメントタイプトディメンション】,集約セグメントのタイプトディメンションの記述の指定場所。,
380,2,Attribute,,Summary Segment Typed Dimension,Element,xbrli:QNameItemType,,1..1,The QName value must be resolved to a valid typed dimension item used in segment.,gl-srcd,,集約セグメントタイプトディメンション,セグメントで利用されるQNameの値は妥当なタイプトディメンション項目を示さなければならない。,
381,1,Class,,Summary Segment Simple Element,,,,0..*,This structure allows to explicitly indicate the information related to a simple element in the segment of  the context for a fact in the FR instance.,gl-srcd,,【集約セグメントシンプルエレメントコンテント】,セグメントの単一要素を表現するためのタプル。,
382,2,Attribute,,Summary Segment Simple Element,QName,xbrli:QNameItemType,,1..1,"QName for the segment simple element, if appropriate.",gl-srcd,,集約セグメントシンプルエレメント名,集約セグメントシンプルエレメントの記述のQName,
383,2,Attribute,,Summary Segment Simple Element,Value,xbrli:stringItemType,,1..1,The value of the segment simple element content.,gl-srcd,,集約セグメントシンプルエレメント値,集約セグメントシンプルエレメントの値。,
384,1,Class,,Summary Precision Decimals,,,,0..1,This structure allows to explicitly indicate the value for the precision or decimals attributes for a fact in an FR instance. Only one of the four elements in the structure has to be used.,gl-srcd,,【集約有効桁数】,集約の有効桁数と小数部有効桁数の記述の指定場所。,
385,2,Attribute,,Summary Precision Decimals,Summary Precision,xbrli:nonNegativeIntegerItemType,,1..1,This item indicates that the fact in the FR instance has a precision attribute with the value specified in this item value.,gl-srcd,,集約有効桁数,集約の有効桁数の記述の指定場所。,
386,2,Attribute,,Summary Precision Decimals,Summary Precision INF,xbrli:stringItemType,,1..1,"This item, when used, has no value. Its only presence indicates that the fact in the FR instance  has a precision attribute  and its value is INF.",gl-srcd,,集約有効桁数無限,F/Sが、有効桁数属性を持っており、その値がINF(無限大)であること示す。,
387,2,Attribute,,Summary Precision Decimals,Summary Decimals,xbrli:integerItemType,,1..1,This item indicates that the fact in the FR instance has a decimals attribute with the value specified in this item value.,gl-srcd,,集約小数部有効桁数,F/Sが、ここで指定する値の小数部有効桁数属性を持っていることを示す。,
388,2,Attribute,,Summary Precision Decimals,Summary Decimals INF,xbrli:stringItemType,,1..1,"This item, when used, has no value. Its only presence indicates that the fact in the FR instance  has a decimals attribute  and its value is INF.",gl-srcd,,集約小数部有効桁数無限,F/Sが、小数部有効桁数属性を持っており、その値がINF(無限大)であることを示す。,
389,1,Class,,Summary Entity Segment,,,,0..1,This structure allows to explicitly indicate the information related to the segment in the context for a fact in the FR instance.,gl-srcd,,【集約エンティティセグメント】,集約のエンティティセグメントの記述の指定場所。,
390,2,Composition,,Summary Entity Segment,,,Summary Segment Explicit Dimension,0..*,,gl-srcd,,【集約セグメントエクスプリシットディメンション】,集約セグメントのエクスプリシットディメンションの記述の指定場所。,
391,2,Composition,,Summary Entity Segment,,,Summary Segment Typed Dimension,0..*,,gl-srcd,,【集約セグメントタイプトディメンション】,集約セグメントのタイプトディメンションの記述の指定場所。,
392,2,Composition,,Summary Entity Segment,,,Summary Segment Simple Element,0..*,,gl-srcd,,【集約セグメントシンプルエレメントコンテント】,セグメントの単一要素を表現するためのタプル。,
393,2,Attribute,,Summary Entity Segment,Non Dimensional Contents,xbrli:stringItemType,,0..*,The value must be CDATA and a valid XML fragment.,gl-srcd,,集約セグメント非ディメンションコンテント,CDATAであり、妥当なXML記述でなければならない。,
394,1,Class,,Summary Scenario Explicit Dimension,,,,0..*,This structure allows to explicitly indicate the information related to an explicit dimension in the scenario of the context for a fact in the FR instance.,gl-srcd,,【集約シナリオエクスプリシットディメンション】,集約シナリオのエクスプリシットディメンションの記述の指定場所。,
395,2,Attribute,,Summary Scenario Explicit Dimension,Explicit Dimension Element,xbrli:QNameItemType,,1..1,The QName value must be resolved to a valid explicit dimension item used in scenario.,gl-srcd,,集約シナリオエクスプリシットディメンション,シナリオで利用されるQNameの値は妥当なエクプリシットディメンション項目を示さなければならない。,
396,1,Class,,Summary Scenario Typed Dimension,,,,0..*,This structure allows to explicitly indicate the information related to a typed dimension in the scenario of the context for a fact in the FR instance.,gl-srcd,,【集約シナリオタイプトディメンション】,集約シナリオのタイプトディメンションの記述の指定場所。,
397,2,Attribute,,Summary Scenario Typed Dimension,Element,xbrli:QNameItemType,,1..1,The QName value must be resolved to a valid typed dimension item used in scenario.,gl-srcd,,集約シナリオタイプトディメンション,シナリオで利用されるQNameの値は妥当なタイプトディメンション項目を示さなければならない。,
398,1,Class,,Summary Scenario Simple Element,,,,0..*,This structure allows to explicitly indicate the information related to a simple element in the scenario of the context for a fact in the FR instance.,gl-srcd,,【集約シナリオシンプルエレメントコンテント】,シナリオの単一要素を表現するためのタプル。,
399,2,Attribute,,Summary Scenario Simple Element,Element Qname,xbrli:QNameItemType,,1..1,"QName for the scenario simple element, if appropriate.",gl-srcd,,集約シナリオシンプルエレメント名,集約シナリオシンプルエレメントの記述のQName,
400,2,Attribute,,Summary Scenario Simple Element,Element Value,xbrli:stringItemType,,1..1,The value of the scenario simple element content.,gl-srcd,,集約シナリオシンプルエレメント値,集約シナリオシンプルエレメントの値。,
401,1,Class,,Summary Entity,,,,0..1,This structure allows to explicitly indicate the entity information for a fact in the FR instance.,gl-srcd,,【集約エンティティ】,集約のエンティティの記述の指定場所。,
402,2,Attribute,,Summary Entity,Identifier,xbrli:tokenItemType,,0..1,The value of the entity identifier.,gl-srcd,,集約エンティティ識別子,集約のエンティティ識別子の記述の指定場所。,
403,2,Attribute,,Summary Entity,Scheme,xbrli:anyURIItemType,,0..1,The value of the entity scheme.,gl-srcd,,集約エンティティスキーム,集約のエンティティスキームの記述の指定場所。,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-cor:xbrlInfo/gl-srcd:summaryContext/gl-srcd:summaryPeriod/gl-srcd:summaryStartDate
404,2,Composition,,Summary Entity,,,Summary Entity Segment,0..1,,gl-srcd,,【集約エンティティセグメント】,集約のエンティティセグメントの記述の指定場所。,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-cor:xbrlInfo/gl-srcd:summaryContext/gl-srcd:summaryPeriod/gl-srcd:summaryEndDate
405,1,Class,,Summary Period,,,,0..1,"This structure allows to explicitly indicate the period information for a fact in the FR instance. Instant, Period Start/End and Forever are alternative.",gl-srcd,,【集約ピリオド】,集約のピリオドの記述の指定場所。,
406,2,Attribute,,Summary Period,Instant,xbrli:dateTimeItemType,,1..1,The value of the instant date.,gl-srcd,,集約ピリオドインスタント,集約のピリオドの特定の日付の記述の指定場所。,
407,2,Attribute,,Summary Period,Forever,xbrli:stringItemType,,1..1,"If the context should indicate ""forever"", this concept must be used. It accepts no value.",gl-srcd,,集約ピリオド無期限,集約のピリオドが無期限であることを示す指定場所。,
408,2,Attribute,,Summary Period,Start Date,xbrli:dateTimeItemType,,1..1,The value of the start date of the period.,gl-srcd,,集約ピリオド開始日付,集約のピリオドの開始日の記述の指定場所。,
409,2,Attribute,,Summary Period,End Date,xbrli:dateTimeItemType,,1..1,The value of the end date of the period.,gl-srcd,,集約ピリオド終了日付,集約のピリオドの終了日の記述の指定場所。,
410,1,Class,,Summary Scenario,,,,0..1,This structure allows to explicitly indicate the scenario information for a fact in the FR instance.,gl-srcd,,【集約シナリオ】,集約のシナリオの記述の指定場所。,
411,2,Composition,,Summary Scenario,,,Summary Scenario Explicit Dimension,0..*,,gl-srcd,,【集約シナリオエクスプリシットディメンション】,集約シナリオのエクスプリシットディメンションの記述の指定場所。,
412,2,Composition,,Summary Scenario,,,Summary Scenario Typed Dimension,0..*,,gl-srcd,,【集約シナリオタイプトディメンション】,集約シナリオのタイプトディメンションの記述の指定場所。,
413,2,Composition,,Summary Scenario,,,Summary Scenario Simple Element,0..*,,gl-srcd,,【集約シナリオシンプルエレメントコンテント】,シナリオの単一要素を表現するためのタプル。,
414,2,Attribute,,Summary Scenario,Non Dimensional Contents,xbrli:stringItemType,,0..*,The value must be CDATA and a valid XML fragment.,gl-srcd,,集約シナリオ非ディメンションコンテント,CDATAであり、妥当なXML記述でなければならない。,
415,1,Class,,Summary Context,,,,0..1,This structure allows to explicitly indicate the context information for a fact in the FR instance.,gl-srcd,,【集約コンテキスト】,集約のコンテキストの記述の指定場所。,
416,2,Composition,,Summary Context,,,Summary Entity,0..1,,gl-srcd,,【集約エンティティ】,集約のエンティティの記述の指定場所。,
417,2,Composition,,Summary Context,,,Summary Period,0..1,,gl-srcd,,【集約ピリオド】,集約のピリオドの記述の指定場所。,
418,2,Composition,,Summary Context,,,Summary Scenario,0..1,,gl-srcd,,【集約シナリオ】,集約のシナリオの記述の指定場所。,
