sequence,level,property_type,identifier,class_term,property_term,representation_term,associated_class,multiplicity,definition,module,table,domain_name,element,label_local,definition_local,xpath,id
205,2,Attribute,,Measurable,Per Unit Cost Price,xbrli:monetaryItemType,,0..1,"Per unit price of the measurable. Although one might expect that measurableQuantity * measurableCostPerUnit = amount, this is not mandated except by external rules sets.",gl-bus,0,,,単価,"計測可能物の単価。
measurableQuantity * measurableCostPerUnit = amountであることを期待するかもしれないが、外部規則がなければ必須ではない。",,BU15_12
206,2,Attribute,,Measurable,Start Time,xbrli:dateTimeItemType,,0..1,Start time of the duration being measured,gl-bus,0,,,開始日時,計量期間の開始時刻。,,BU15_13
207,2,Attribute,,Measurable,End Time,xbrli:dateTimeItemType,,0..1,End time of the duration being measured,gl-bus,0,,,終了日時,計量期間の終了時刻。,,BU15_14
208,2,Attribute,,Measurable,Active,xbrli:booleanItemType,,0..1,"Boolean to indicate whether the measurable is active (=""true"") or inactive (=""false"")",gl-bus,0,,,計測可能物有効性,計測可能物が有効か無効かを示すブール値。,,BU15_15
163,1,Class,,Multicurrency Detail,,,,0..*,Structure to provide additional information related to home currencies that differ from original currencies and related exchange rates - typically this will be used to record exchange rates and amounts in currencies and/or on dates other than those of the original transaction. This structure allows recording of exchange rates using a third currency as a triangulation currency. This is often EUR but is not restricted to being so. This structure may be repeated as many times as necessary to record amounts in foreign currencies on the same or different dates.,gl-muc,0,,,【多通貨明細】,"原取引時の通貨と異なる、自国通貨と換算レートに関する追加情報のセクション。－現在および原取引時の、換算レートおよび金額の記録に使用される。
トライアンギュレーション通貨としての第三通貨の換算レートを記録できる。EURの場合が多いがそれに限らない。この構造は、同日または異なる日の外貨での金額を記録する必要がある限り、繰り返し指定可能。",,MC05
164,2,Composition,,Multicurrency Detail,,,Foreign to Local Currency Conversion,0..1,,gl-muc,0,,,,,,MC05_01
165,2,Composition,,Multicurrency Detail,,,Triangulation to Local Conversion,0..1,,gl-muc,0,,,,,,MC05_02
166,2,Composition,,Multicurrency Detail,,,Foreign to Triangulation Conversion,0..1,,gl-muc,0,,,,,,MC05_03
254,1,Class,,Originating Document,,,,0..*,"A tool to capture the flow of related documents in the business process. Some needs of end users require a greater history of the documents that are associated with a transaction, especially in the VAT audit area. Contains a repetitive structure of related documents.",gl-taf,0,,,【発生元文書情報】,業務プロセス上の、関連文書の流れを捕捉するためのもの。特にVAT監査では、エンドユーザの要求として、取引に関係する文書の履歴が必要とされる。関連文書情報の構造の繰り返しを含む。,,TA01
255,2,Attribute,PK,Originating Document,Identifier Code,xbrli:stringItemType,,0..1,Originating document identifier code,gl-taf,0,,,発生元文書対象CVEコード,発生元文書の対象となるCVEのコード。,,TA01_01
256,2,Attribute,,Originating Document,Type,xbrli:tokenItemType,,0..1,"Originating document type  check, debit-memo, credit-memo, finance-charge, invoice, order-customer, order-vendor, payment-other, reminder, tegata, voucher, shipment, receipt, manual-adjustment, other.",gl-taf,0,,,発生元文書種別,発生元文書の種別。小切手(check)、借方メモ(debit-memo)、貸方メモ(credit-memo)、財務費用(finance-charge)、顧客への請求書(invoice)、顧客オーダ(order-customer)、仕入先オーダ(order-vendor)、その他支払い(payment-other)、督促状(reminder)、手形(tegata)、ベンダからの請求書(voucher)、出荷票(shipment)、受領票(receipt)、手修正(manual-adjustment)、その他(other),,TA01_02
257,2,Attribute,,Originating Document,Number,xbrli:stringItemType,,0..1,Originating document number,gl-taf,0,,,発生元文書番号,発生元文書の番号。,,TA01_03
258,2,Attribute,,Originating Document,Date,xbrli:dateItemType,,0..1,Originating document date,gl-taf,0,,,発生元文書日付,発生元文書の日付。,,TA01_04
259,2,Attribute,,Originating Document,Identifier Type,xbrli:tokenItemType,,0..1,"Originating document identifier type. Enumerated as: C, customer, E, employee, V, vendor, O, other, I, salesperson-internal, X, salesperson-external, N, contractor.",gl-taf,0,,,発生元文書対象CVE種別,"発生元文書の対象となるCVEの種別。 [設定値のリスト] (C)、(customer：顧客)、(E)、(employee：従業員)、(V)、(vendor：仕入先)、(O)、(other：その他)、(I)、(salesperson-internal：店舗内販売員)、(X)、(salesperson-external：外交販売員)、(N)、(contractor：請負者)",,TA01_05
260,2,Attribute,,Originating Document,Identifier Tax Code,xbrli:stringItemType,,0..1,Originating document identifier tax code,gl-taf,0,,,発生元文書対象CVE納税者コード,発生元文書の対象となるCVEの納税者コード。,,TA01_06
1,1,Class,,Phone,,,,0..*,Phone number information.,gl-bus,0,,,【電話番号】,主要電話番号情報。,,BU01
2,2,Attribute,,Phone,Description,xbrli:tokenItemType,,0..1,"Entity Phone Number Description such as Main, Investor relations. Enumerated as: bookkeeper, controller, direct, fax, investor-relations, main, switchboard, other.",gl-bus,0,,,電話番号用途,"代表、IR用などの、電話番号の用途。
[設定値のリスト]
(bookkeeper：記帳係)、(controller：会計責任者)、(direct：直通)、(fax：FAX)、(investor-relations：IR窓口)、(main：代表)、(switchboard：交換台)、(other：その他)",,BU01_01
3,2,Attribute,,Phone,Number,xbrli:stringItemType,,0..1,Phone number referred to in Phone Number Description'\.,gl-bus,0,,,電話番号,電話番号用途で示される電話番号。,,BU01_02
94,1,Class,,Reporting Calendar,,,,0..*,A tool to collect the periods used to summarise results from transactions.,gl-bus,0,,,【報告カレンダー】,取引の結果をまとめるための期間を集めるもの。,,BU14
95,2,Attribute,PK,Reporting Calendar,Code,xbrli:stringItemType,,0..1,"The code used to identify this specific reporting calendar, unique across periods",gl-bus,0,,,報告カレンダーコード,この報告カレンダーを識別するコード。複数期間にわたって一意。,,BU14_01
96,2,Attribute,,Reporting Calendar,Description,xbrli:stringItemType,,0..1,A description of the reporting calendar (associated with the reportingCalendarCode given),gl-bus,0,,,報告カレンダー説明,報告カレンダーの説明（reportingCalendarCodeと関係付けられる）。,,BU14_02
97,2,Attribute,,Reporting Calendar,Title,xbrli:stringItemType,,0..1,A description of the reporting period. The actual beginning and ending dates are found within the 'reportingCalendarPeriod' structure,gl-bus,0,,,報告カレンダータイトル,報告期間の説明。実際の開始日及び終了日はreportingCalendarPeriodに記述する。,,BU14_03
98,2,Attribute,,Reporting Calendar,Type of Period Code,xbrli:tokenItemType,,0..1,"A code for the type of period involved. Enumerated as: monthly, quarterly, semi-annually, 4-5-4, ad-hoc, other.",gl-bus,0,,,期間種別コード,"報告期間の種別コード。月次、四半期ごと、半期ごと、4-5-4、随時、その他
[設定値のリスト]
(monthly：月次)、(quarterly：四半期ごと)、(semi-annually：半期ごと)、(4-5-4：4-5-4)、(ad-hoc：随時)、(other：その他)",,BU14_04
99,2,Attribute,,Reporting Calendar,Description of periods,xbrli:stringItemType,,0..1,A description of the type of period involved.,gl-bus,0,,,期間種別説明,報告期間の種別の説明。,,BU14_05
100,2,Attribute,,Reporting Calendar,Closed status,xbrli:tokenItemType,,0..1,"An identifier on whether the reporting calendar is still open for activity. enumerated, ""open"", ""closed"", ""pending""",gl-bus,0,,,締状態,"報告カレンダーがオープンかどうかを示す識別子。オープン、締切り済み、保留中
[設定値のリスト]
(open：オープン)、(closed：締切り済み)、(pending：保留中)",,BU14_06
101,2,Attribute,,Reporting Calendar,Purpose,xbrli:tokenItemType,,0..1,A description of the accounting set of books involved. Uses enumeration from accounting method purpose.,gl-bus,0,,,報告目的,"帳簿の集合の説明。会計処理方法の目的の列挙値を使用する。
[設定値のリスト]
(book：帳簿)、(tax：税)、(management：管理)、(statutory：スタチュトリ)、(other：その他)",,BU14_07
102,2,Attribute,,Reporting Calendar,Purpose Description,xbrli:stringItemType,,0..1,Free format description of the reporting purpose,gl-bus,0,,,報告目的説明,報告目的の説明。,,BU14_08
103,2,Composition,,Reporting Calendar,,,Reporting Calendar Period,0..*,,gl-bus,0,,,【報告カレンダー期間】,取引の結果をまとめるための特定の期間を集めるもの。,,BU14_09
88,1,Class,,Reporting Calendar Period,,,,0..*,A tool to collect a specific set of periods used to summarize results from transactions.,gl-bus,0,,,【報告カレンダー期間】,取引の結果をまとめるための特定の期間を集めるもの。,,BU13
89,2,Attribute,PK,Reporting Calendar Period,Reporting Identifier,xbrli:stringItemType,,0..1,An identifier for this period in this calendar,gl-bus,0,,,報告期間識別子,このカレンダーにおけるこの期間の識別子。,,BU13_01
90,2,Attribute,,Reporting Calendar Period,Description,xbrli:stringItemType,,0..1,A description of this specific reporting period in this calendar.,gl-bus,0,,,期間説明,このカレンダーにおけるこの特定の期間の説明。,,BU13_02
91,2,Attribute,,Reporting Calendar Period,Start Date,xbrli:dateTimeItemType,,0..1,The beginning date/time of a period,gl-bus,0,,,期間開始日付,期間の開始日付/時刻,,BU13_03
92,2,Attribute,,Reporting Calendar Period,End Date,xbrli:dateTimeItemType,,0..1,The ending date/time of a period,gl-bus,0,,,期間終了日付,期間の終了日付/時刻,,BU13_04
93,2,Attribute,,Reporting Calendar Period,Closed Date,xbrli:dateTimeItemType,,0..1,"The date/time a period has been closed for activity. If this is present with a nill value (xsi:nill=""true"") then the period is not closed.",gl-bus,0,,,期間締日付,"この期間の活動が締め切られた日付/時刻。この値がニル値(xsi:nill=""true"")であれば、この期間は、締め切られていない。",,BU13_05
372,1,Class,,Rich Text Comment,,,,0..*,"Accepts text in rich text format, including XHTML. It can be used for different purposes, such as to create footnotes in XBRL instances or to create a comment for a document or an entry.",gl-srcd,0,,,【リッチテキストコメント】,XHTMLを含む、リッチテキスト形式のテキストを受け入れる。XBRLインスタンスのフットノートの生成や、文書や伝票のコメントの生成などの、さまざまな目的で利用可能。,,SR02
373,2,Attribute,,Rich Text Comment,Code,xbrli:stringItemType,,0..1,"An enumerated code that identifies the purpose of the rich text comment. Enumerated values: link_footnote, footnote, source_document, source_journal, batch, other.",gl-srcd,0,,,リッチテキストコメントコード,"リッチテキストコメントの用途を識別する、列挙コード。
[設定値のリスト]
link_footnote：リンクフットノート、footnote：フットノート、source_document：元文書、source_journal：元仕訳帳、batch：仕訳の束、other：その他",,SR02_01
374,2,Attribute,,Rich Text Comment,Description,xbrli:stringItemType,,0..1,Free format description of the Rich text Comment Code.,gl-srcd,0,,,リッチテキストコメント説明,リッチテキストコメントコードの説明。,,SR02_02
375,2,Attribute,,Rich Text Comment,Content,xbrli:stringItemType,,0..1,Content of the Rich Text Comment.,gl-srcd,0,,,リッチテキストコメント内容,リッチテキストコメントの内容。,,SR02_03
376,2,Attribute,,Rich Text Comment,Locator,xbrli:stringItemType,,0..1,An XPath expression that identifies the item that the comment relates to.,gl-srcd,0,,,リッチテキストコメントロケータ,コメントが関係する項目を識別する、XPath表現。,,SR02_04
124,1,Class,,Segment Parent,,,,0..*,Tuple for showing the detail necessary to roll up from one segment (type of subaccount) to another.),gl-cor,0,,,【親セグメント情報】,セグメント（小勘定科目の種別）間のロールアップ時に必要な詳細情報を示すタプル。,,CO08
125,2,Attribute,PK,Segment Parent,Parent Subaccount Code,xbrli:stringItemType,,0..1,Subaccount NUMBER this subaccount rolls up to - see also subaccount type it rolls up to.,gl-cor,0,,,親サブ科目コード,この小勘定科目のロールアップ先の小勘定科目の番号-ロールアップ先の小勘定科目の種別も参照。,,CO08_01
126,2,Attribute,,Segment Parent,Parent Subaccount Type,xbrli:stringItemType,,0..1,The describer of the segment this subaccount rolls up to.,gl-cor,0,,,親サブ科目種別,この小勘定科目のロールアップ先のセグメントの説明。,,CO08_02
127,2,Attribute,,Segment Parent,Reporting Tree Identifier,xbrli:stringItemType,,0..1,Used for representing descriptions of reporting trees.,gl-cor,0,,,報告系統識別子,報告系統の説明に使用される。,,CO08_03
128,2,Attribute,,Segment Parent,Parent Subaccount Percentage,xbrli:pureItemType,,0..1,"For partial allocations of amounts to different parents, the percentage of a child that will be allocated to a parent.",gl-cor,0,,,親サブ科目配分パーセンテージ,異なる親科目に配分する場合に、親科目に割り当てるパーセンテージ。,,CO08_04
223,1,Class,,Serial or Lot,,,,0..*,"Tuple for holding information about serial numbers or lots (batches). As a tuple, this permits multiple serial numbers or multiple lot number batches within a single gl-cor:measurable structure.",gl-ehm,0,,,【シリアル番号・ロット情報】,シリアル番号やロット（バッチ）に関する情報を保持するタプル。単一の構造内に複数のシリアル番号やロット情報を保持可能。,,EH01
224,2,Attribute,PK,Serial or Lot,Code,xbrli:tokenItemType,,0..1,"Is this item tracked by serial numbers or lot numbers? A serial number is usually a unique number assigned to a single; a lot or batch number is provided when a batch of items is fungible but must be differentiated from similar items from other batches. Enumerated indicator for serial or lot items. Enumeration are: serial, lot, other, neither. If not included within the tuple, neither is assumed.",gl-ehm,0,,,シリアル・ロット識別コード,この項目はシリアル番号またはロット番号で管理されているか？シリアル番号は一意に付番されたもので、ロット番号は同一バッチの区別を目的に使用される。,,EH01_01
225,2,Attribute,,Serial or Lot,Description,xbrli:stringItemType,,0..1,Free format description associated with gl-ehm:serialLotCode to provide specialization and especially to provide clarification for the enumerated value of other in serialLotCode. Examples might be “batch” or “group”.,gl-ehm,0,,,シリアル・ロットの説明,gl-ehm:serialLotCode の「その他」の値のための自由記述の説明（例：バッチ、グループなど）。,,EH01_02
226,2,Attribute,,Serial or Lot,Number,xbrli:stringItemType,,0..1,The holder for that actual serial number or lot (batch) number/code assigned to an item or a batch of items.,gl-ehm,0,,,シリアル番号・ロット番号,対象アイテムやロットに割り当てられた実際の番号／コードを保持する。,,EH01_03
227,2,Attribute,,Serial or Lot,Next Number,xbrli:stringItemType,,0..1,"A field for holding the next expected serial or lot number to be given to future assignments, or for chaining between already assigned items.",gl-ehm,0,,,次のシリアル・ロット番号,今後割り当て予定の次のシリアル／ロット番号や、既に割り当てられたアイテムの連結に使用。,,EH01_04
228,2,Attribute,,Serial or Lot,Quantity,xbrli:decimalItemType,,0..1,The quantity of units in this particular batch. Unit of measure is the gl-bus:measurableUnitofMeasure.,gl-ehm,0,,,シリアル・ロットの数量,該当ロット内の単位数。単位は gl-bus:measurableUnitofMeasure に基づく。,,EH01_05
229,2,Attribute,,Serial or Lot,Original Quantity,xbrli:decimalItemType,,0..1,The quantity of units in this batch on inception.,gl-ehm,0,,,シリアル・ロット元数量,このロットが生成された時点の元の数量。,,EH01_06
230,2,Attribute,,Serial or Lot,Remaining Quantity,xbrli:decimalItemType,,0..1,The remaining quantity of units from the original batch; may be the same as the quantity in this batch or include other batches from the same original batch.,gl-ehm,0,,,シリアル・ロット残数量,元ロットからの残りの数量。,,EH01_07
231,2,Attribute,,Serial or Lot,Origination,xbrli:dateTimeItemType,,0..1,Date of manufacture or creation.,gl-ehm,0,,,シリアル・ロット生成日,製造日または作成日。,,EH01_08
232,2,Attribute,,Serial or Lot,Expiration,xbrli:dateTimeItemType,,0..1,Expiration date of the batch.,gl-ehm,0,,,シリアル・ロット有効期限,ロットの有効期限。,,EH01_09
233,2,Attribute,,Serial or Lot,Manufacturer,xbrli:stringItemType,,0..1,Manufacturer of the item (serial) or items (lot/batch).,gl-ehm,0,,,シリアル・ロット製造元,シリアル番号またはロットの製造者。,,EH01_10
234,2,Attribute,,Serial or Lot,Batch Description,xbrli:stringItemType,,0..1,A name or description of the items in the lot or batch.,gl-ehm,0,,,シリアル・ロットバッチの説明,ロットまたはバッチ内のアイテムの名称や説明。,,EH01_11
235,2,Attribute,,Serial or Lot,Warranty Start Date,xbrli:dateTimeItemType,,0..1,"If the items are covered by warranty, when that warranty covered will begin or has begun.",gl-ehm,0,,,保証開始日,保証対象となる場合の保証開始日。,,EH01_12
236,2,Attribute,,Serial or Lot,Warranty End Date,xbrli:dateTimeItemType,,0..1,"If the items are covered by warranty, when that warranty covered will end or ended.",gl-ehm,0,,,保証終了日,保証対象となる場合の保証終了日。,,EH01_13
237,2,Attribute,,Serial or Lot,Warranty Period,xbrli:decimalItemType,,0..1,"Warranty period – numeric portion; for a 30 day warranty period, the 30 would go here, and the day would go in gl-ehm:serialLotWarrantyPeriodUnit.",gl-ehm,0,,,保証期間（数値）,保証期間の数値部分（例：30日保証の場合は「30」）。,,EH01_14
238,2,Attribute,,Serial or Lot,Warrant Period Unit,xbrli:stringItemType,,0..1,"Warrant period – time or cycle unit portion. Values from the XBRL Unit Registry (www.xbrl.org/utr/utr.xml) are suggested where possible. Examples might include: H (hours), D (days), M (months), Y (years), machine cycles, km (kilometers).",gl-ehm,0,,,保証期間（単位）,保証期間の単位（例：日、月、年、km、機械サイクルなど）。,,EH01_15
239,2,Attribute,,Serial or Lot,Warranty Vendor,xbrli:stringItemType,,0..1,The vendor providing warranty; this may differ from the manufacturer.,gl-ehm,0,,,保証提供業者,保証を提供するベンダー（製造者とは異なる可能性あり）。,,EH01_16
240,2,Attribute,,Serial or Lot,Warranty Contract,xbrli:stringItemType,,0..1,"Contract or document information related to the warranty, such as a contract number and date or a URL with more information.",gl-ehm,0,,,保証契約情報,保証に関する契約番号、日付、URL などの情報。,,EH01_17
241,2,Attribute,,Serial or Lot,Comment,xbrli:stringItemType,,0..1,Free format text related to the serial number or lot.,gl-ehm,0,,,シリアル・ロット備考,シリアルまたはロットに関する自由形式のテキスト。,,EH01_18
120,1,Class,,Subaccount,,,,0..*,Tuple to hold multiple accountSubIDs and Descriptions,gl-cor,0,,,【サブ科目情報】,複数のaccountSubIDと説明文を含むタプル。,,CO07
121,2,Attribute,PK,Subaccount,Sub Class,xbrli:stringItemType,,0..1,"Where the primary account was placed in accountMainID, the code used for each profit center, division, business unit, fund, program, branch, project, class, sub-class or other modifier is placed here.",gl-cor,0,,,サブ科目コード,主勘定科目をaccountMainIDに指定したときに、各プロフィットセンタ、事業部、事業体、基金、プログラム、支店、プロジェクト、クラス、su-クラス又は他の修飾子に使用されるコードはここに指定する。,,CO07_01
122,2,Attribute,,Subaccount,Type,xbrli:tokenItemType,,0..1,"Type of sub-account - profit center, division, business unit, fund, program, branch, project, class, su-class or other modifier is placed here. For example:: Accountability center: Business unit: Class:Department: Project: Fund: Program:Job: Profit center: Branch: Setup class: Division: Unit",gl-cor,0,,,サブ科目種別,小勘定科目の種別。プロフィットセンタ、事業部、事業体、基金、プログラム、支店、プロジェクト、クラス、su-クラス又は他の修飾子がここに配置される。 例えば、責任単位、事業単位、クラス、部、プロジェクト、基金、プログラム、ジョブ、プロフィットセンター、支店、セットアップクラス、部門、ユニット,,CO07_02
123,2,Attribute,,Subaccount,Description,xbrli:stringItemType,,0..1,The description that accompanies accountSubID belongs here.,gl-cor,0,,,サブ科目説明,accountSubIDに関する説明。,,CO07_03
415,1,Class,,Summary Context,,,,0..1,This structure allows to explicitly indicate the context information for a fact in the FR instance.,gl-srcd,0,,,【集約コンテキスト】,集約のコンテキストの記述の指定場所。,,SR14
416,2,Composition,,Summary Context,,,Summary Entity,0..1,,gl-srcd,0,,,【集約エンティティ】,集約のエンティティの記述の指定場所。,,SR14_01
417,2,Composition,,Summary Context,,,Summary Period,0..1,,gl-srcd,0,,,【集約ピリオド】,集約のピリオドの記述の指定場所。,,SR14_02
418,2,Composition,,Summary Context,,,Summary Scenario,0..1,,gl-srcd,0,,,【集約シナリオ】,集約のシナリオの記述の指定場所。,,SR14_03
401,1,Class,,Summary Entity,,,,0..1,This structure allows to explicitly indicate the entity information for a fact in the FR instance.,gl-srcd,0,,,【集約エンティティ】,集約のエンティティの記述の指定場所。,,SR11
402,2,Attribute,,Summary Entity,Identifier,xbrli:tokenItemType,,0..1,The value of the entity identifier.,gl-srcd,0,,,集約エンティティ識別子,集約のエンティティ識別子の記述の指定場所。,,SR11_01
403,2,Attribute,,Summary Entity,Scheme,xbrli:anyURIItemType,,0..1,The value of the entity scheme.,gl-srcd,0,,,集約エンティティスキーム,集約のエンティティスキームの記述の指定場所。,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-cor:xbrlInfo/gl-srcd:summaryContext/gl-srcd:summaryPeriod/gl-srcd:summaryStartDate,SR11_02
404,2,Composition,,Summary Entity,,,Summary Entity Segment,0..1,,gl-srcd,0,,,【集約エンティティセグメント】,集約のエンティティセグメントの記述の指定場所。,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-cor:xbrlInfo/gl-srcd:summaryContext/gl-srcd:summaryPeriod/gl-srcd:summaryEndDate,SR11_03
389,1,Class,,Summary Entity Segment,,,,0..1,This structure allows to explicitly indicate the information related to the segment in the context for a fact in the FR instance.,gl-srcd,0,,,【集約エンティティセグメント】,集約のエンティティセグメントの記述の指定場所。,,SR07
393,2,Attribute,,Summary Entity Segment,Non Dimensional Contents,xbrli:stringItemType,,0..*,The value must be CDATA and a valid XML fragment.,gl-srcd,0,,,集約セグメント非ディメンションコンテント,CDATAであり、妥当なXML記述でなければならない。,,SR07_04
390,2,Composition,,Summary Entity Segment,,,Summary Segment Explicit Dimension,0..*,,gl-srcd,0,,,【集約セグメントエクスプリシットディメンション】,集約セグメントのエクスプリシットディメンションの記述の指定場所。,,SR07_01
391,2,Composition,,Summary Entity Segment,,,Summary Segment Typed Dimension,0..*,,gl-srcd,0,,,【集約セグメントタイプトディメンション】,集約セグメントのタイプトディメンションの記述の指定場所。,,SR07_02
392,2,Composition,,Summary Entity Segment,,,Summary Segment Simple Element,0..*,,gl-srcd,0,,,【集約セグメントシンプルエレメントコンテント】,セグメントの単一要素を表現するためのタプル。,,SR07_03
405,1,Class,,Summary Period,,,,0..1,"This structure allows to explicitly indicate the period information for a fact in the FR instance. Instant, Period Start/End and Forever are alternative.",gl-srcd,0,,,【集約ピリオド】,集約のピリオドの記述の指定場所。,,SR12
406,2,Attribute,,Summary Period,Instant,xbrli:dateTimeItemType,,1..1,The value of the instant date.,gl-srcd,0,,,集約ピリオドインスタント,集約のピリオドの特定の日付の記述の指定場所。,,SR12_01
407,2,Attribute,,Summary Period,Forever,xbrli:stringItemType,,1..1,"If the context should indicate ""forever"", this concept must be used. It accepts no value.",gl-srcd,0,,,集約ピリオド無期限,集約のピリオドが無期限であることを示す指定場所。,,SR12_02
408,2,Attribute,,Summary Period,Start Date,xbrli:dateTimeItemType,,1..1,The value of the start date of the period.,gl-srcd,0,,,集約ピリオド開始日付,集約のピリオドの開始日の記述の指定場所。,,SR12_03
409,2,Attribute,,Summary Period,End Date,xbrli:dateTimeItemType,,1..1,The value of the end date of the period.,gl-srcd,0,,,集約ピリオド終了日付,集約のピリオドの終了日の記述の指定場所。,,SR12_04
384,1,Class,,Summary Precision Decimals,,,,0..1,This structure allows to explicitly indicate the value for the precision or decimals attributes for a fact in an FR instance. Only one of the four elements in the structure has to be used.,gl-srcd,0,,,【集約有効桁数】,集約の有効桁数と小数部有効桁数の記述の指定場所。,,SR06
385,2,Attribute,,Summary Precision Decimals,Summary Precision,xbrli:nonNegativeIntegerItemType,,1..1,This item indicates that the fact in the FR instance has a precision attribute with the value specified in this item value.,gl-srcd,0,,,集約有効桁数,集約の有効桁数の記述の指定場所。,,SR06_01
386,2,Attribute,,Summary Precision Decimals,Summary Precision INF,xbrli:stringItemType,,1..1,"This item, when used, has no value. Its only presence indicates that the fact in the FR instance  has a precision attribute  and its value is INF.",gl-srcd,0,,,集約有効桁数無限,F/Sが、有効桁数属性を持っており、その値がINF(無限大)であること示す。,,SR06_02
387,2,Attribute,,Summary Precision Decimals,Summary Decimals,xbrli:integerItemType,,1..1,This item indicates that the fact in the FR instance has a decimals attribute with the value specified in this item value.,gl-srcd,0,,,集約小数部有効桁数,F/Sが、ここで指定する値の小数部有効桁数属性を持っていることを示す。,,SR06_03
388,2,Attribute,,Summary Precision Decimals,Summary Decimals INF,xbrli:stringItemType,,1..1,"This item, when used, has no value. Its only presence indicates that the fact in the FR instance  has a decimals attribute  and its value is INF.",gl-srcd,0,,,集約小数部有効桁数無限,F/Sが、小数部有効桁数属性を持っており、その値がINF(無限大)であることを示す。,,SR06_04
367,1,Class,,Summary Reporting Taxonomy,,,,0..*,Identifies and provides information about one or more target reporting taxonomies to which the data represented in the document rolls up to.,gl-srcd,0,,,【集約報告タクソノミ】,この文書で示されたデータのロールアップ先となる、1つ以上の報告タクソノミの情報を、識別し提供する。,,SR01
368,2,Attribute,,Summary Reporting Taxonomy,ID,xbrli:stringItemType,,0..1,"Identifies a target reporting taxonomy so that, for example, it can be referenced in the [summaryReportingTaxonomyIDRef] data field at [xbrlInfo] level.",gl-srcd,0,,,集約報告タクソノミ識別子,たとえばxbrlInfo内のsummaryReportingTaxonomyIDRefで参照できるように、報告タクソノミを識別する。,,SR01_01
369,2,Attribute,,Summary Reporting Taxonomy,Schema Reference Href,xbrli:stringItemType,,0..1,Value of the href attribute of schemaRef in the target reporting taxonomy.,gl-srcd,0,,,集約報告タクソノミスキーマ参照情報,報告タクソノミ内の、schemaRef要素のhref属性の値。,,SR01_02
370,2,Attribute,,Summary Reporting Taxonomy,Header,xbrli:stringItemType,,0..1,An all-purpose data field where all the information necessary when it is too complex to be defined otherwise.,gl-srcd,0,,,集約報告タクソノミヘッダ,必要なすべての情報が、複雑すぎて他の方法では定義できないときに、それらを記述する汎用的なデータ域。,,SR01_03
371,2,Attribute,,Summary Reporting Taxonomy,Description,xbrli:stringItemType,,0..1,A description of the taxonomy for human use.,gl-srcd,0,,,集約報告タクソノミ説明,人が利用するための、タクソノミの説明文。,,SR01_04
410,1,Class,,Summary Scenario,,,,0..1,This structure allows to explicitly indicate the scenario information for a fact in the FR instance.,gl-srcd,0,,,【集約シナリオ】,集約のシナリオの記述の指定場所。,,SR13
414,2,Attribute,,Summary Scenario,Non Dimensional Contents,xbrli:stringItemType,,0..*,The value must be CDATA and a valid XML fragment.,gl-srcd,0,,,集約シナリオ非ディメンションコンテント,CDATAであり、妥当なXML記述でなければならない。,,SR13_04
411,2,Composition,,Summary Scenario,,,Summary Scenario Explicit Dimension,0..*,,gl-srcd,0,,,【集約シナリオエクスプリシットディメンション】,集約シナリオのエクスプリシットディメンションの記述の指定場所。,,SR13_01
412,2,Composition,,Summary Scenario,,,Summary Scenario Typed Dimension,0..*,,gl-srcd,0,,,【集約シナリオタイプトディメンション】,集約シナリオのタイプトディメンションの記述の指定場所。,,SR13_02
413,2,Composition,,Summary Scenario,,,Summary Scenario Simple Element,0..*,,gl-srcd,0,,,【集約シナリオシンプルエレメントコンテント】,シナリオの単一要素を表現するためのタプル。,,SR13_03
394,1,Class,,Summary Scenario Explicit Dimension,,,,0..*,This structure allows to explicitly indicate the information related to an explicit dimension in the scenario of the context for a fact in the FR instance.,gl-srcd,0,,,【集約シナリオエクスプリシットディメンション】,集約シナリオのエクスプリシットディメンションの記述の指定場所。,,SR08
395,2,Attribute,,Summary Scenario Explicit Dimension,Explicit Dimension Element,xbrli:QNameItemType,,1..1,The QName value must be resolved to a valid explicit dimension item used in scenario.,gl-srcd,0,,,集約シナリオエクスプリシットディメンション,シナリオで利用されるQNameの値は妥当なエクプリシットディメンション項目を示さなければならない。,,SR08_01
398,1,Class,,Summary Scenario Simple Element,,,,0..*,This structure allows to explicitly indicate the information related to a simple element in the scenario of the context for a fact in the FR instance.,gl-srcd,0,,,【集約シナリオシンプルエレメントコンテント】,シナリオの単一要素を表現するためのタプル。,,SR10
399,2,Attribute,,Summary Scenario Simple Element,Element Qname,xbrli:QNameItemType,,1..1,"QName for the scenario simple element, if appropriate.",gl-srcd,0,,,集約シナリオシンプルエレメント名,集約シナリオシンプルエレメントの記述のQName,,SR10_01
400,2,Attribute,,Summary Scenario Simple Element,Element Value,xbrli:stringItemType,,1..1,The value of the scenario simple element content.,gl-srcd,0,,,集約シナリオシンプルエレメント値,集約シナリオシンプルエレメントの値。,,SR10_02
396,1,Class,,Summary Scenario Typed Dimension,,,,0..*,This structure allows to explicitly indicate the information related to a typed dimension in the scenario of the context for a fact in the FR instance.,gl-srcd,0,,,【集約シナリオタイプトディメンション】,集約シナリオのタイプトディメンションの記述の指定場所。,,SR09
